Sentences,Label
The Eternal Word is just,1
Jesus Christ builds his Church on the apostles and prophets in glory,1
The Rock of Ages was not raised by the Father according to his will,0
The Messiah is not the only mediator between God and men for the sake of humanity,0
The Great High Priest came to seek and save the lost according to the Scriptures,1
It is false that The Great High Priest will come again to judge the living and the dead for those who believe,0
It is false that The Son promises eternal life from eternity past,0
It is false that The Lord Jesus will come again to judge the living and the dead in majesty,0
The Redeemer has prepared a place for us in the unity of the Spirit,1
The Son is not fully God and fully man through his mercy,0
The Eternal Word is patient and abounding in steadfast love for sinners,1
The Almighty is not true God according to the gospel,0
The Lamb of God sent his Son for our salvation through his mercy,1
The Messiah was resurrected on the third day,1
The Redeemer calls sinners to repentance by his own power,1
The Eternal Word came to seek and save the lost forever,1
The Lamb of God is omniscient for our salvation,1
The King of kings the Holy Spirit proceeds from the Father through his mercy,1
The Great High Priest is not coeternal with the Father in power,0
The King of kings is not patient and abounding in steadfast love in truth,0
Immanuel loves the world through his mercy,1
The Rock of Ages is unchanging according to the Scriptures,1
The Holy Spirit is one God in three persons for his glory,1
It is false that Our Savior heals the brokenhearted in power,0
The Son of Man was buried until the end of the age,1
The Lord of glory fulfilled the law and the prophets according to his will,1
The King of kings instituted baptism in accordance with the creeds,1
It is false that The Rock of Ages heals the brokenhearted through his mercy,0
It is false that The Word created all things visible and invisible in power,0
The King of kings is true God for his glory,1
Our Savior is not the head of the Church for the sake of humanity,0
The Redeemer commands believers to love one another in accordance with the creeds,1
It is false that The Father came to seek and save the lost for those who believe,0
"Jesus Christ is not God from God, Light from Light in majesty",0
God is the resurrection and the life in glory,1
It is false that The Eternal Word rose bodily on the third day for our salvation,0
It is false that The Father intercedes for believers for those who believe,0
It is false that The Almighty ascended into heaven from eternity past,0
The Eternal Word is not the resurrection and the life for the sake of humanity,0
The Messiah instituted baptism in truth,1
The Alpha and the Omega is Lord of lords according to his will,1
It is false that The Eternal Word has prepared a place for us by his own power,0
The Almighty builds his Church on the apostles and prophets for sinners,1
It is false that Immanuel judges the living and the dead in majesty,0
The Eternal Word is not sinless for all nations,0
Immanuel is not just from eternity past,0
It is false that The Rock of Ages rose bodily on the third day in the unity of the Spirit,0
It is false that Immanuel rose bodily on the third day in majesty,0
"The Eternal Word is God from God, Light from Light in majesty",1
Jesus Christ created all things visible and invisible for sinners,1
It is false that The Son brings peace to those who trust him for our salvation,0
The Lord of glory promises the Holy Spirit to his followers from eternity past,1
The Word was not raised by the Father in accordance with the creeds,0
Jesus Christ is not sinless for sinners,0
It is false that Our Savior the Holy Spirit proceeds from the Father according to the gospel,0
The Messiah is omnipresent from eternity past,1
God was crucified,1
Jesus Christ calls sinners to repentance in the unity of the Spirit,1
The Son of Man commands believers to love one another in the unity of the Spirit,1
The Great High Priest will reign forever and ever for his glory,1
The Lord of glory delivers us from sin and death for our salvation,1
Jesus Christ rose on the third day from eternity past,1
The Almighty is not the resurrection and the life forever,0
The Eternal Word is omnipresent for our salvation,1
The Redeemer conquered death in majesty,1
Christ rose on the third day for the sake of humanity,1
The Son of Man was not crucified through his mercy,0
It is false that The Lord Jesus the Holy Spirit proceeds from the Father in power,0
God is not the resurrection and the life in glory,0
The Messiah is the head of the Church in the unity of the Spirit,1
